artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Max Richter,Logged In,Jacob,M,13,Klein,78.47138,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Vladimir's Blues,200,1542043519796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Angie Stone,Logged In,Jacob,M,14,Klein,269.37424,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Wish I Didn't Miss You,200,1542043597796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Small Black,Logged In,Jacob,M,15,Klein,237.89669,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Weird Machines,200,1542043866796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Collective Soul,Logged In,Jacob,M,16,Klein,218.40934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Why Pt. 2,200,1542044103796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Feist,Logged In,Jacob,M,17,Klein,295.54893,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,My moon my man (Grizzy Bear Remix),200,1542044321796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Chloe,F,0,Roth,,free,"Indianapolis-Carmel-Anderson, IN",GET,Home,1540699429796.0,507,,200,1542044364796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
Taylor Swift,Logged In,Chloe,F,1,Roth,233.89995,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540699429796.0,507,Love Story,200,1542044382796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540621059796.0,505,,200,1542044483796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Louis Smith,Logged In,Lily,F,1,Burns,518.81751,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,505,South Side (Digitally Remastered),200,1542044495796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Britney Spears,Logged In,Jacob,M,18,Klein,198.97424,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Toxic,200,1542044616796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nelly / Jaheim,Logged In,Jacob,M,19,Klein,336.56118,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,My Place,200,1542044814796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Sisqo,Logged In,Lily,F,2,Burns,253.49179,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,505,Thong Song,200,1542045013796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
MÃÂºm,Logged In,Jacob,M,20,Klein,175.59465,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Faraway Swimming Pool,200,1542045150796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Cass McCombs,Logged In,Jacob,M,21,Klein,234.13506,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Deseret,200,1542045325796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
The Poets Of Rhythm,Logged In,Jacob,M,22,Klein,252.05506,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,More Mess On My Thing,200,1542045559796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Lynyrd Skynyrd,Logged In,Jacob,M,23,Klein,233.29914,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,The Needle And The Spoon,200,1542045811796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Bronson,M,0,Harris,,free,"Eugene, OR",GET,Home,1540906915796.0,399,,200,1542045924796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Radiohead,Logged In,Jacob,M,24,Klein,235.7024,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Creep (Explicit),200,1542046044796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Train,Logged In,Bronson,M,1,Harris,239.04608,free,"Eugene, OR",PUT,NextSong,1540906915796.0,399,If It's Love,200,1542046045796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Incubus,Logged In,Jacob,M,25,Klein,232.46322,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Drive,200,1542046279796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Bronson,M,2,Harris,,free,"Eugene, OR",GET,Error,1540906915796.0,399,,404,1542046363796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Rilo Kiley,Logged In,Jacob,M,26,Klein,270.99383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,I Never (Album Version),200,1542046511796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nick Drake,Logged In,Jacob,M,27,Klein,224.36526,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Northern Sky,200,1542046781796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Evangelicals,Logged In,Jacob,M,28,Klein,264.48934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Skeleton Man,200,1542047005796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nouvelle Vague,Logged In,Jacob,M,29,Klein,300.30322,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Say Hello Wave Goodbye,200,1542047269796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nena Daconte,Logged In,Jacob,M,30,Klein,140.64281,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,En Que Estrella Estara,200,1542047569796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
The Airborne Toxic Event,Logged In,Jacob,M,31,Klein,303.56853,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Sometime Around Midnight,200,1542047709796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Amy Winehouse,Logged In,Jacob,M,32,Klein,191.84281,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Just Friends,200,1542048012796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
La Bouche,Logged In,Jacob,M,33,Klein,240.79628,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Be My Lover,200,1542048203796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,34,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Settings,1540558108796.0,294,,200,1542048218796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Chris Cornell,Logged In,Jacob,M,35,Klein,240.09098,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,You Know My Name,200,1542048443796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,36,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1540558108796.0,294,,200,1542048506796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Wet Wet Wet,Logged In,Jacob,M,37,Klein,237.71383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Love Is All Around,200,1542048683796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Postal Service,Logged In,Jacob,M,38,Klein,226.61179,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Nothing Better (Album),200,1542048920796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Jedi Mind Tricks,Logged In,Jacob,M,39,Klein,232.88118,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Suicide,200,1542049146796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Kevin,M,0,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1540006905796.0,501,,200,1542049350796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Eve 6,Logged In,Kevin,M,1,Arellano,249.83465,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796.0,501,Here's To The Night,200,1542049357796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Polly Paulusma,Logged In,Jacob,M,40,Klein,222.9024,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Give It Back,200,1542049378796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Touche Amore,Logged In,Jacob,M,41,Klein,136.95955,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Changing Lanes,200,1542049600796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Five Iron Frenzy,Logged In,Kevin,M,2,Arellano,236.09424,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796.0,501,Canada,200,1542049606796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
The Letter Black,Logged In,Jacob,M,42,Klein,26.93179,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Hanging On By A Thread,200,1542049736796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Dido,Logged In,Jacob,M,43,Klein,217.83465,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Thank You,200,1542049762796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Evanescence,Logged In,Kevin,M,3,Arellano,263.78404,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796.0,501,My Immortal (Album Version),200,1542049842796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Basshunter Feat. DJ Mental Theos Bazzheadz,Logged In,Jacob,M,44,Klein,152.65914,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Now You're Gone,200,1542049979796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Cut Copy,Logged In,Jacob,M,45,Klein,71.49669,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Visions,200,1542050131796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Kelly Clarkson,Logged In,Jacob,M,46,Klein,281.5473,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Already Gone,200,1542050202796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,47,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Settings,1540558108796.0,294,,200,1542050253796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Craig's Brother,Logged In,Jacob,M,48,Klein,175.09832,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Set Free,200,1542050483796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,49,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Settings,1540558108796.0,294,,200,1542050497796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Avenged Sevenfold,Logged In,Jacob,M,50,Klein,333.13914,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Seize The Day (Album Version),200,1542050658796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Theodore,M,0,Harris,,free,"Red Bluff, CA",GET,Home,1541097374796.0,478,,200,1542050920796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,14
The Chi-Lites,Logged In,Jacob,M,51,Klein,180.87138,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Oh Girl,200,1542050991796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Stephane Pompougnac,Logged In,Theodore,M,1,Harris,241.10975,free,"Red Bluff, CA",PUT,NextSong,1541097374796.0,478,Ghosts and Roses,200,1542051108796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,14
Train,Logged In,Jacob,M,52,Klein,205.45261,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Marry Me,200,1542051171796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Bronson,M,0,Harris,,free,"Eugene, OR",GET,Home,1540906915796.0,513,,200,1542051294796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Gojira,Logged In,Jacob,M,53,Klein,260.20526,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Love,200,1542051376796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Metallica,Logged In,Jacob,M,54,Klein,267.96363,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Until It Sleeps,200,1542051636796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Gary Wright with Dorian Wright,Logged In,Jacob,M,55,Klein,237.7922,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Love is Alive (Re-Record),200,1542051903796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Flipsyde,Logged In,Lily,F,0,Burns,201.87383,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,512,Get Ready,200,1542051963796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Train,Logged In,Jacob,M,56,Klein,205.45261,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Marry Me,200,1542052140796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Ray Davies,Logged In,Lily,F,1,Burns,285.3873,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,512,The Tourist,200,1542052164796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
The Lonely Island,Logged In,Jacob,M,57,Klein,106.78812,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Like A Boss,200,1542052345796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Starship,Logged In,Jacob,M,58,Klein,293.35465,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,Sara,200,1542052451796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Los AutÃÂ©nticos Decadentes,Logged In,Jacob,M,59,Klein,218.48771,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,294,La Guitarra,200,1542052744796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Hot Chip,Logged In,Emily,F,0,Benson,283.32363,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,We're Looking For A Lot Of Love,200,1542055373796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
Behemoth,Logged In,Emily,F,1,Benson,267.31057,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,Ov Fire And The Void,200,1542055656796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
,Logged Out,,,0,,,free,,PUT,Login,,500,,307,1542055672796,,
,Logged In,Ryan,M,1,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541016707796.0,500,,200,1542055687796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Morningwood,Logged In,Ryan,M,2,Smith,176.66567,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,500,New York Girls,200,1542055715796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
,Logged In,Ryan,M,3,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541016707796.0,500,,200,1542055814796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Arctic Monkeys,Logged In,Emily,F,2,Benson,268.45995,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,Perhaps Vampires Is A Bit Strong But...,200,1542055923796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
Justice,Logged In,Emily,F,3,Benson,223.79057,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,One Minute To Midnight,200,1542056191796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
,Logged In,Austin,M,0,Rosales,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1541059521796.0,371,,200,1542056391796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,12
The Audition,Logged In,Emily,F,4,Benson,188.08118,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,Lawyers (Album Version),200,1542056414796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
Angus & Julia Stone,Logged In,Austin,M,1,Rosales,236.95628,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1541059521796.0,371,Just A Boy,200,1542056445796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,12
California Swag District,Logged In,Emily,F,5,Benson,239.17669,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,Teach Me How To Dougie,200,1542056602796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
,Logged In,Ayla,F,0,Johnson,,free,"Santa Rosa, CA",GET,Home,1540880381796.0,429,,200,1542056622796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",63
Jami Smith,Logged In,Austin,M,2,Rosales,243.80036,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1541059521796.0,371,Home,200,1542056681796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,12
Stephen Lynch,Logged In,Emily,F,6,Benson,52.81914,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,What If That Guy From Smashing Pumpkins Lost His Car Keys?,200,1542056841796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
Major Organ And The Adding Machine,Logged In,Emily,F,7,Benson,129.77587,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,Water Dripping On Bread Makes Bread Taste Not So Tasty.,200,1542056893796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
Alejandro Fernandez,Logged In,Austin,M,3,Rosales,177.21424,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1541059521796.0,371,Matalas,200,1542056924796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,12
Fania All Stars,Logged In,Emily,F,8,Benson,350.09261,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540907087796.0,494,Ublabadu,200,1542057022796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",58
